,asset,strike_pct,duration,util,mood,option_type,train_start_date,train_end_date
299,MSCI,0.0,7,0.5,bull,put,2017-01-24,2018-01-24
300,MSCI,0.0,14,0.5,bear,put,2017-12-25,2018-12-25
301,MSCI,0.0,14,0.5,bull,put,2017-01-24,2018-01-24
302,MSCI,0.0,30,0.5,bear,put,2017-12-25,2018-12-25
303,MSCI,0.0,30,0.5,bull,put,2017-01-24,2018-01-24
304,MSCI,10.0,1,0.5,bear,put,2017-12-25,2018-12-25
305,MSCI,10.0,1,0.5,bull,put,2017-01-24,2018-01-24
306,MSCI,10.0,7,0.5,bear,put,2017-12-25,2018-12-25
307,MSCI,10.0,7,0.5,bull,put,2017-01-24,2018-01-24
308,MSCI,10.0,14,0.5,bear,put,2017-12-25,2018-12-25
309,MSCI,10.0,14,0.5,bull,put,2017-01-24,2018-01-24
310,MSCI,10.0,30,0.5,bear,put,2017-12-25,2018-12-25
311,MSCI,10.0,30,0.5,bull,put,2017-01-24,2018-01-24
312,MSCI,20.0,1,0.5,bear,put,2017-12-25,2018-12-25
313,MSCI,20.0,1,0.5,bull,put,2017-01-24,2018-01-24
314,MSCI,20.0,7,0.5,bear,put,2017-12-25,2018-12-25
315,MSCI,20.0,7,0.5,bull,put,2017-01-24,2018-01-24
316,MSCI,20.0,14,0.5,bear,put,2017-12-25,2018-12-25
317,MSCI,20.0,14,0.5,bull,put,2017-01-24,2018-01-24
318,MSCI,20.0,30,0.5,bear,put,2017-12-25,2018-12-25
319,MSCI,20.0,30,0.5,bull,put,2017-01-24,2018-01-24
320,MSFT,-20.0,1,0.5,bear,put,2017-12-25,2018-12-25
321,MSFT,-20.0,1,0.5,bull,put,2019-02-11,2020-02-11
322,MSFT,-20.0,7,0.5,bear,put,2017-12-25,2018-12-25
323,MSFT,-20.0,7,0.5,bull,put,2019-02-11,2020-02-11
324,MSFT,-20.0,14,0.5,bear,put,2017-12-25,2018-12-25
325,MSFT,-20.0,14,0.5,bull,put,2019-02-11,2020-02-11
326,MSFT,-20.0,30,0.5,bear,put,2017-12-25,2018-12-25
327,MSFT,-20.0,30,0.5,bull,put,2019-02-11,2020-02-11
328,MSFT,-10.0,1,0.5,bear,put,2017-12-25,2018-12-25
329,MSFT,-10.0,1,0.5,bull,put,2019-02-11,2020-02-11
330,MSFT,-10.0,7,0.5,bear,put,2017-12-25,2018-12-25
331,MSFT,-10.0,7,0.5,bull,put,2019-02-11,2020-02-11
332,MSFT,-10.0,14,0.5,bear,put,2017-12-25,2018-12-25
333,MSFT,-10.0,14,0.5,bull,put,2019-02-11,2020-02-11
334,MSFT,-10.0,30,0.5,bear,put,2017-12-25,2018-12-25
335,MSFT,-10.0,30,0.5,bull,put,2019-02-11,2020-02-11
336,MSFT,0.0,1,0.5,bear,put,2017-12-25,2018-12-25
337,MSFT,0.0,1,0.5,bull,put,2019-02-11,2020-02-11
338,MSFT,0.0,7,0.5,bear,put,2017-12-25,2018-12-25
339,MSFT,0.0,7,0.5,bull,put,2019-02-11,2020-02-11
340,MSFT,0.0,14,0.5,bear,put,2017-12-25,2018-12-25
341,MSFT,0.0,14,0.5,bull,put,2019-02-11,2020-02-11
342,MSFT,0.0,30,0.5,bear,put,2017-12-25,2018-12-25
343,MSFT,0.0,30,0.5,bull,put,2019-02-11,2020-02-11
